,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
590,The A Team - Live at the Bedford,Live at the Bedford,2011-12-09,1,6JUGrUnAms0o3uGVIhkAyH,spotify:track:6JUGrUnAms0o3uGVIhkAyH,0.728,0.402,0.339,0.0,0.833,-9.574,0.0498,83.194,0.496,32,322933
591,Homeless - Live at the Bedford,Live at the Bedford,2011-12-09,2,0T0wYEzpL46dCaTL1DLCyD,spotify:track:0T0wYEzpL46dCaTL1DLCyD,0.62,0.601,0.879,0.0,0.464,-5.215,0.0945,99.377,0.713,29,225013
592,The City - Live at the Bedford,Live at the Bedford,2011-12-09,3,7JE96R5PJCWQ9Cm3JQXYuH,spotify:track:7JE96R5PJCWQ9Cm3JQXYuH,0.545,0.602,0.8,0.0,0.656,-5.91,0.0734,109.921,0.81,28,307760
593,Fall - Live at the Bedford,Live at the Bedford,2011-12-09,4,1YM4HlWW3vvrnWdf9N7Xi2,spotify:track:1YM4HlWW3vvrnWdf9N7Xi2,0.807,0.494,0.0964,7.13e-05,0.936,-16.691,0.0532,86.676,0.393,29,151173
594,Wake Me Up - Live at the Bedford,Live at the Bedford,2011-12-09,5,7GtrkWkk5MxDaIlGOr7UU9,spotify:track:7GtrkWkk5MxDaIlGOr7UU9,0.792,0.616,0.141,0.0,0.897,-17.161,0.532,107.874,0.361,33,300680
595,"You Need Me, I Don't Need You - Live at the Bedford",Live at the Bedford,2011-12-09,6,5rJDpFuffh8UFEKqvzCAZP,spotify:track:5rJDpFuffh8UFEKqvzCAZP,0.48,0.506,0.911,0.0,0.696,-4.779,0.23,105.475,0.781,33,590333
596,Let It Out,Loose Change,2011-12-09,1,69RasNFxqhiyy75JDHsrIS,spotify:track:69RasNFxqhiyy75JDHsrIS,0.645,0.731,0.603,0.011,0.147,-7.656,0.0378,96.973,0.619,44,231546
597,Homeless,Loose Change,2011-12-09,2,0jtTK6XjYj2L3Ge6jyK2sr,spotify:track:0jtTK6XjYj2L3Ge6jyK2sr,0.519,0.754,0.636,0.0,0.108,-7.129,0.193,90.001,0.875,38,210746
598,Little Bird,Loose Change,2011-12-09,3,7sGK98k8lv3hzRznoN909t,spotify:track:7sGK98k8lv3hzRznoN909t,0.569,0.826,0.485,0.0,0.107,-7.424,0.0354,104.011,0.278,39,226066
599,Sofa,Loose Change,2011-12-09,4,5VAd82Nigp6Qdbl2zln1cl,spotify:track:5VAd82Nigp6Qdbl2zln1cl,0.14,0.646,0.65,9.65e-06,0.0999,-6.491,0.0278,100.05,0.52,37,199133
600,One Night,Loose Change,2011-12-09,5,0CNrpbpJ9HsFffF9hqWIIe,spotify:track:0CNrpbpJ9HsFffF9hqWIIe,0.379,0.781,0.836,0.0,0.289,-5.496,0.0658,94.989,0.636,42,206440
601,Firefly,Loose Change,2011-12-09,6,4fZscNFYKoPIDHrgXxdacR,spotify:track:4fZscNFYKoPIDHrgXxdacR,0.886,0.602,0.31,0.000142,0.105,-11.469,0.0373,159.917,0.36,45,254999
602,The City - Live at Sticky Studios; Loose Change EP,Loose Change,2011-12-09,7,1Fj5Hfda761tgxKbJUlFxN,spotify:track:1Fj5Hfda761tgxKbJUlFxN,0.507,0.712,0.569,0.0,0.412,-6.032,0.204,105.032,0.837,32,306320
603,Firefly - Bravado Dubstep Remix,Loose Change,2011-12-09,8,1qjnGMSchVVfePsMV0UZ9b,spotify:track:1qjnGMSchVVfePsMV0UZ9b,0.28,0.629,0.663,0.711,0.0811,-10.516,0.0283,139.982,0.49,29,269186
604,The A Team,+,2011-09-09,1,3cQddetSMtHoDJT4YS70Vp,spotify:track:3cQddetSMtHoDJT4YS70Vp,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,0.407,29,258373
605,Drunk,+,2011-09-09,2,0B14hEVWuos2NRdgVUpKtP,spotify:track:0B14hEVWuos2NRdgVUpKtP,0.419,0.733,0.652,2.37e-06,0.521,-9.101,0.0696,99.998,0.459,18,200093
606,U.N.I.,+,2011-09-09,3,12V7Uz9YopIt6ZURov7g1s,spotify:track:12V7Uz9YopIt6ZURov7g1s,0.323,0.422,0.405,0.0,0.15,-11.126,0.101,74.13,0.578,15,228600
607,Grade 8,+,2011-09-09,4,5alqTU4TRE2jPpsAagW4NC,spotify:track:5alqTU4TRE2jPpsAagW4NC,0.0446,0.74,0.807,4.02e-05,0.0538,-9.976,0.0363,101.042,0.781,14,179880
608,Wake Me Up,+,2011-09-09,5,7C5ODj6rnZnsECe4Ay0KOu,spotify:track:7C5ODj6rnZnsECe4Ay0KOu,0.902,0.616,0.209,0.0,0.139,-13.43,0.406,86.891,0.336,13,229613
609,Small Bump,+,2011-09-09,6,5lehceWKvKqCscGpRdrfS7,spotify:track:5lehceWKvKqCscGpRdrfS7,0.689,0.81,0.436,0.000151,0.11,-12.683,0.0717,119.973,0.446,16,259413
610,This,+,2011-09-09,7,4m4lnXq7r50acaKs9wNcI9,spotify:track:4m4lnXq7r50acaKs9wNcI9,0.95,0.588,0.0929,0.00539,0.128,-14.301,0.0443,152.139,0.502,12,195840
611,The City,+,2011-09-09,8,39DNz2B7RyuaFXTsB0muTe,spotify:track:39DNz2B7RyuaFXTsB0muTe,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,0.646,13,234333
612,Lego House,+,2011-09-09,9,47ltkdjKBMHelkhJavYLQ4,spotify:track:47ltkdjKBMHelkhJavYLQ4,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,0.565,20,185093
613,"You Need Me, I Don't Need You",+,2011-09-09,10,25PFoRgpgwr2QKzbjl30tl,spotify:track:25PFoRgpgwr2QKzbjl30tl,0.162,0.749,0.837,0.0,0.525,-8.837,0.0512,103.483,0.927,34,220413
614,Kiss Me,+,2011-09-09,11,5EL6C2JtzpMCL7mZ3AZbZx,spotify:track:5EL6C2JtzpMCL7mZ3AZbZx,0.64,0.589,0.227,0.00469,0.0248,-16.67,0.0498,74.993,0.182,14,280853
615,Give Me Love,+,2011-09-09,12,0jR1D6yIN8T7Fno9TNrDi8,spotify:track:0jR1D6yIN8T7Fno9TNrDi8,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,116.068,0.11,16,526386
616,Autumn Leaves - Deluxe Edition,+,2011-09-09,13,57MKCEJxfMY7vB4mWFBrQH,spotify:track:57MKCEJxfMY7vB4mWFBrQH,0.892,0.555,0.257,1.42e-06,0.124,-12.637,0.0299,89.013,0.431,31,200755
617,Little Bird - Deluxe Edition,+,2011-09-09,14,4hkIZVPU4Enh78eNyLqjpV,spotify:track:4hkIZVPU4Enh78eNyLqjpV,0.565,0.843,0.425,0.0,0.102,-8.676,0.0352,104.02,0.284,15,224528
618,Gold Rush - Deluxe Edition,+,2011-09-09,15,6fumTSGaL6QHcUcbI7ELIV,spotify:track:6fumTSGaL6QHcUcbI7ELIV,0.729,0.74,0.248,0.0,0.141,-12.659,0.109,83.786,0.889,14,243162
619,Sunburn - Deluxe Edition,+,2011-09-09,16,3SIaRV6oIVbxxENxm7ypPU,spotify:track:3SIaRV6oIVbxxENxm7ypPU,0.865,0.464,0.098,0.0,0.101,-12.119,0.0376,78.864,0.234,12,275882
620,Sofa,+,2011-09-09,17,57HTHnbsK9SaWdBRj2CmzT,spotify:track:57HTHnbsK9SaWdBRj2CmzT,0.14,0.646,0.65,9.65e-06,0.0999,-6.491,0.0278,100.05,0.52,12,199133
621,Homeless,+,2011-09-09,18,36SjIT1EdKH8Y2ORpz1gla,spotify:track:36SjIT1EdKH8Y2ORpz1gla,0.519,0.754,0.636,0.0,0.108,-7.129,0.193,90.001,0.875,12,210746
622,The A Team,+,2011-09-09,1,1XpYodsD36XN7ygcdF7mJJ,spotify:track:1XpYodsD36XN7ygcdF7mJJ,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,0.407,68,258373
623,Drunk,+,2011-09-09,2,4RnCPWlBsY7oUDdyruod7Y,spotify:track:4RnCPWlBsY7oUDdyruod7Y,0.419,0.733,0.652,2.37e-06,0.521,-9.101,0.0696,99.998,0.459,65,200093
624,U.N.I.,+,2011-09-09,3,5Ukzlujip1Slqka5OY82YS,spotify:track:5Ukzlujip1Slqka5OY82YS,0.323,0.422,0.405,0.0,0.15,-11.126,0.101,74.13,0.578,53,228600
625,Grade 8,+,2011-09-09,4,0obzwoGjXdORtAwYWZ9s53,spotify:track:0obzwoGjXdORtAwYWZ9s53,0.0446,0.74,0.807,4.02e-05,0.0538,-9.976,0.0363,101.042,0.781,50,179880
626,Wake Me Up,+,2011-09-09,5,0ygAYQQy7bfDN6gH640bbl,spotify:track:0ygAYQQy7bfDN6gH640bbl,0.902,0.616,0.209,0.0,0.139,-13.43,0.406,86.891,0.336,54,229613
627,Small Bump,+,2011-09-09,6,4z1O25cq9g2kuJemmUxc21,spotify:track:4z1O25cq9g2kuJemmUxc21,0.689,0.81,0.436,0.000151,0.11,-12.683,0.0717,119.973,0.446,62,259413
628,This,+,2011-09-09,7,0pJfsPQesJyCnR5XWZyvj9,spotify:track:0pJfsPQesJyCnR5XWZyvj9,0.95,0.588,0.0929,0.00539,0.128,-14.301,0.0443,152.139,0.502,52,195840
629,The City,+,2011-09-09,8,4ucfQOYOe1Jz5KqCfpGobp,spotify:track:4ucfQOYOe1Jz5KqCfpGobp,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,0.646,48,234333
630,Lego House,+,2011-09-09,9,5ubHAQtKuFfiG4FXfLP804,spotify:track:5ubHAQtKuFfiG4FXfLP804,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,0.565,73,185093
631,"You Need Me, I Don't Need You",+,2011-09-09,10,5KL4iZkCTZyXl7KnHgfVDj,spotify:track:5KL4iZkCTZyXl7KnHgfVDj,0.162,0.749,0.837,0.0,0.525,-8.837,0.0512,103.483,0.927,62,220413
632,Kiss Me,+,2011-09-09,11,0Tel1fmuCxEFV6wBLXsEdk,spotify:track:0Tel1fmuCxEFV6wBLXsEdk,0.64,0.589,0.227,0.00469,0.0248,-16.67,0.0498,74.993,0.182,69,280853
633,Give Me Love,+,2011-09-09,12,0SuG9kyzGRpDqrCWtgD6Lq,spotify:track:0SuG9kyzGRpDqrCWtgD6Lq,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,116.068,0.11,71,526386
634,Autumn Leaves - Deluxe Edition,+,2011-09-09,13,7iBSkXB0pTvZasOLf0Qxk9,spotify:track:7iBSkXB0pTvZasOLf0Qxk9,0.892,0.555,0.257,1.42e-06,0.124,-12.637,0.0299,89.013,0.431,59,200755
635,Little Bird - Deluxe Edition,+,2011-09-09,14,4bcgRbGeq4IejesjsiHyTH,spotify:track:4bcgRbGeq4IejesjsiHyTH,0.565,0.843,0.425,0.0,0.102,-8.676,0.0352,104.02,0.284,51,224528
636,Gold Rush - Deluxe Edition,+,2011-09-09,15,4mT5mVFaU7trA3UdbGqfB9,spotify:track:4mT5mVFaU7trA3UdbGqfB9,0.729,0.74,0.248,0.0,0.141,-12.659,0.109,83.786,0.889,49,243162
637,Sunburn - Deluxe Edition,+,2011-09-09,16,3YPiRYIUFlcQ0aaLGmeswS,spotify:track:3YPiRYIUFlcQ0aaLGmeswS,0.865,0.464,0.098,0.0,0.101,-12.119,0.0376,78.864,0.234,48,275882
638,The A Team,+,2011-09-09,1,6wJhz2jABaX2oMChhGy39Y,spotify:track:6wJhz2jABaX2oMChhGy39Y,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,0.407,54,258373
639,Drunk,+,2011-09-09,2,2LzDXHMjn4jpJiO1V81OhK,spotify:track:2LzDXHMjn4jpJiO1V81OhK,0.419,0.733,0.652,2.37e-06,0.521,-9.101,0.0696,99.998,0.459,40,200093
640,U.N.I.,+,2011-09-09,3,3AGozOFA08jVNIOxHMv4hA,spotify:track:3AGozOFA08jVNIOxHMv4hA,0.323,0.422,0.405,0.0,0.15,-11.126,0.101,74.13,0.578,30,228600
641,Grade 8,+,2011-09-09,4,4zFbkkXyPHrCSXN3kIm47D,spotify:track:4zFbkkXyPHrCSXN3kIm47D,0.0446,0.74,0.807,4.02e-05,0.0538,-9.976,0.0363,101.042,0.781,27,179880
642,Wake Me Up,+,2011-09-09,5,1ZBwE2UcEeZzwakjfPtRHp,spotify:track:1ZBwE2UcEeZzwakjfPtRHp,0.902,0.616,0.209,0.0,0.139,-13.43,0.406,86.891,0.336,32,229613
643,Small Bump,+,2011-09-09,6,5TAgTVXiKaXiCUqILl7aVE,spotify:track:5TAgTVXiKaXiCUqILl7aVE,0.689,0.81,0.436,0.000151,0.11,-12.683,0.0717,119.973,0.446,38,259413
644,This,+,2011-09-09,7,3j6I4KxEZFAQpFA5WHX6Zt,spotify:track:3j6I4KxEZFAQpFA5WHX6Zt,0.95,0.588,0.0929,0.00539,0.128,-14.301,0.0443,152.139,0.502,30,195840
645,The City,+,2011-09-09,8,51KExPBAGd86taqU0xrnau,spotify:track:51KExPBAGd86taqU0xrnau,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,0.646,25,234333
646,Lego House,+,2011-09-09,9,3cBHUfts3KKLqXTo8U91pz,spotify:track:3cBHUfts3KKLqXTo8U91pz,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,0.565,49,185093
647,"You Need Me, I Don't Need You",+,2011-09-09,10,16AS9gzcDOsIz9oPmRW4g1,spotify:track:16AS9gzcDOsIz9oPmRW4g1,0.162,0.749,0.837,0.0,0.525,-8.837,0.0512,103.483,0.927,37,220413
648,Kiss Me,+,2011-09-09,11,557S0RTbb6PMZfc2g3YqKb,spotify:track:557S0RTbb6PMZfc2g3YqKb,0.64,0.589,0.227,0.00469,0.0248,-16.67,0.0498,74.993,0.182,46,280853
649,Give Me Love,+,2011-09-09,12,2U0n6b6sgtRHwvSTJuG2pH,spotify:track:2U0n6b6sgtRHwvSTJuG2pH,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,116.068,0.11,47,526386
650,Autumn Leaves - Deluxe Edition,+,2011-09-09,13,7tFk6cR9MqWKEnWMuutGXy,spotify:track:7tFk6cR9MqWKEnWMuutGXy,0.892,0.555,0.257,1.42e-06,0.124,-12.637,0.0299,89.013,0.431,38,200755
651,Little Bird - Deluxe Edition,+,2011-09-09,14,2c2ny8uV5nkQhaEo3zaARp,spotify:track:2c2ny8uV5nkQhaEo3zaARp,0.565,0.843,0.425,0.0,0.102,-8.676,0.0352,104.02,0.284,27,224528
652,Gold Rush - Deluxe Edition,+,2011-09-09,15,3YOsRZUpAQougdziNH6C7A,spotify:track:3YOsRZUpAQougdziNH6C7A,0.729,0.74,0.248,0.0,0.141,-12.659,0.109,83.786,0.889,27,243162
653,Sunburn - Deluxe Edition,+,2011-09-09,16,6KHPLmB7uU7zt8ZTlkRxsK,spotify:track:6KHPLmB7uU7zt8ZTlkRxsK,0.865,0.464,0.098,0.0,0.101,-12.119,0.0376,78.864,0.234,26,275882
654,The A Team,+,2011-09-09,1,1VdZ0vKfR5jneCmWIUAMxK,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,0.407,74,258373
655,Drunk,+,2011-09-09,2,51Be0m3caz9EourH3LIHvY,spotify:track:51Be0m3caz9EourH3LIHvY,0.419,0.733,0.652,2.37e-06,0.521,-9.101,0.0696,99.998,0.459,41,200093
656,U.N.I.,+,2011-09-09,3,7fVR8piTfS8dhqSzph50qB,spotify:track:7fVR8piTfS8dhqSzph50qB,0.323,0.422,0.405,0.0,0.15,-11.126,0.101,74.13,0.578,30,228600
657,Grade 8,+,2011-09-09,4,3OXzT07QntlOQEZRGtJ73b,spotify:track:3OXzT07QntlOQEZRGtJ73b,0.0446,0.74,0.807,4.02e-05,0.0538,-9.976,0.0363,101.042,0.781,33,179880
658,Wake Me Up,+,2011-09-09,5,3bZTspAdEUAKc2M1Sle125,spotify:track:3bZTspAdEUAKc2M1Sle125,0.902,0.616,0.209,0.0,0.139,-13.43,0.406,86.891,0.336,30,229613
659,Small Bump,+,2011-09-09,6,2sKgjO8vxk7znTpwNAptaW,spotify:track:2sKgjO8vxk7znTpwNAptaW,0.689,0.81,0.436,0.000151,0.11,-12.683,0.0717,119.973,0.446,39,259413
660,This,+,2011-09-09,7,2aMkInuJrM9arjA8dpQJqC,spotify:track:2aMkInuJrM9arjA8dpQJqC,0.95,0.588,0.0929,0.00539,0.128,-14.301,0.0443,152.139,0.502,32,195840
661,The City,+,2011-09-09,8,6j6pSj2RdGxtnOhxHsWqQZ,spotify:track:6j6pSj2RdGxtnOhxHsWqQZ,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,0.646,26,234333
662,Lego House,+,2011-09-09,9,53Pgsvu3qSYO2aXt5J2vcL,spotify:track:53Pgsvu3qSYO2aXt5J2vcL,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,0.565,54,185093
663,"You Need Me, I Don't Need You",+,2011-09-09,10,2DCeRqdQkjtihpsv79TAJh,spotify:track:2DCeRqdQkjtihpsv79TAJh,0.162,0.749,0.837,0.0,0.525,-8.837,0.0512,103.483,0.927,34,220413
664,Kiss Me,+,2011-09-09,11,4mQCOxLRPvVGjsfKpOBSlN,spotify:track:4mQCOxLRPvVGjsfKpOBSlN,0.64,0.589,0.227,0.00469,0.0248,-16.67,0.0498,74.993,0.182,44,280853
665,Give Me Love,+,2011-09-09,12,1NvOOkafczKxO5YXRR01ax,spotify:track:1NvOOkafczKxO5YXRR01ax,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,116.068,0.11,46,526386
666,The A Team,+,2011-09-09,1,6dvPky6ZR02d1ObASRfqhX,spotify:track:6dvPky6ZR02d1ObASRfqhX,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.996,0.407,6,258373
667,Drunk,+,2011-09-09,2,33MQlWu37x8NF7HA6xRF2r,spotify:track:33MQlWu37x8NF7HA6xRF2r,0.419,0.733,0.652,2.37e-06,0.521,-9.101,0.0696,99.998,0.459,4,200093
668,U.N.I.,+,2011-09-09,3,43dlw45XtkAKN0iEAvlGfJ,spotify:track:43dlw45XtkAKN0iEAvlGfJ,0.323,0.422,0.405,0.0,0.15,-11.126,0.101,74.13,0.578,3,228600
669,Grade 8,+,2011-09-09,4,4DwDAeaFphuIGAdr8ZGLhx,spotify:track:4DwDAeaFphuIGAdr8ZGLhx,0.0446,0.74,0.807,4.02e-05,0.0538,-9.976,0.0363,101.042,0.781,2,179880
670,Wake Me Up,+,2011-09-09,5,58pfwvs6i8CQWP32OxHniW,spotify:track:58pfwvs6i8CQWP32OxHniW,0.902,0.616,0.209,0.0,0.139,-13.43,0.406,86.891,0.336,4,229613
671,Small Bump,+,2011-09-09,6,2oXCupdgrzbRRqDIi1sRGx,spotify:track:2oXCupdgrzbRRqDIi1sRGx,0.689,0.81,0.436,0.000151,0.11,-12.683,0.0717,119.973,0.446,5,259413
672,This,+,2011-09-09,7,76zEImWqjtCa4Ij1VGKHQX,spotify:track:76zEImWqjtCa4Ij1VGKHQX,0.95,0.588,0.0929,0.00539,0.128,-14.301,0.0443,152.139,0.502,3,195840
673,The City,+,2011-09-09,8,0LFfWKPv1AvA8lI1a2ziJY,spotify:track:0LFfWKPv1AvA8lI1a2ziJY,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,0.646,2,234333
674,Lego House,+,2011-09-09,9,5WfGV2xc2jm0XeO8XDKhzp,spotify:track:5WfGV2xc2jm0XeO8XDKhzp,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,159.701,0.565,10,185093
675,"You Need Me, I Don't Need You",+,2011-09-09,10,42KbhKOdtFGCMTB5zAP0Kc,spotify:track:42KbhKOdtFGCMTB5zAP0Kc,0.162,0.749,0.837,0.0,0.525,-8.837,0.0512,103.483,0.927,3,220413
676,Kiss Me,+,2011-09-09,11,2peGDZGGeMYRJLuphBA12t,spotify:track:2peGDZGGeMYRJLuphBA12t,0.64,0.589,0.227,0.00469,0.0248,-16.67,0.0498,74.993,0.182,11,280853
677,Give Me Love,+,2011-09-09,12,4hoPLbdklZciKpRdFAEiO1,spotify:track:4hoPLbdklZciKpRdFAEiO1,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,116.068,0.11,9,526386
678,Lately (feat. Devlin),No.5 Collaborations Project,2011-09-09,1,1iyJwocwqUMwLgmu9O5Y13,spotify:track:1iyJwocwqUMwLgmu9O5Y13,0.0928,0.718,0.82,0.0,0.391,-5.552,0.103,90.013,0.329,36,271333
679,You (feat. Wiley),No.5 Collaborations Project,2011-09-09,2,7h7KBBdYIzrxOsLfR9aUO7,spotify:track:7h7KBBdYIzrxOsLfR9aUO7,0.386,0.799,0.532,0.00017,0.0978,-9.472,0.0707,100.032,0.189,34,201586
680,Family (feat. P Money),No.5 Collaborations Project,2011-09-09,3,79d2OA4Sj4nfw0vk8EV82D,spotify:track:79d2OA4Sj4nfw0vk8EV82D,0.515,0.476,0.704,0.0,0.094,-5.411,0.278,140.396,0.297,34,254906
681,Radio (feat. JME),No.5 Collaborations Project,2011-09-09,4,5KB7EYQuHd0S5WKVWpagYu,spotify:track:5KB7EYQuHd0S5WKVWpagYu,0.214,0.693,0.833,0.0,0.117,-5.408,0.263,99.901,0.759,36,222653
682,Little Lady (feat. Mikill Pane),No.5 Collaborations Project,2011-09-09,5,5rKb6l02IplvF9I0sJI9Lj,spotify:track:5rKb6l02IplvF9I0sJI9Lj,0.731,0.437,0.5,0.0,0.157,-7.103,0.105,85.293,0.437,41,328653
683,Drown Me Out (feat. Ghetts) - + Ghetts,No.5 Collaborations Project,2011-09-09,6,0UD8qgp0Fmgh79K3qeTHQh,spotify:track:0UD8qgp0Fmgh79K3qeTHQh,0.0282,0.511,0.91,0.0,0.127,-6.186,0.116,140.147,0.426,31,261440
684,"Nightmares (feat. Random Impulse, Sway & Wretch 32)",No.5 Collaborations Project,2011-09-09,7,4MKPqVv3FqKCZTcKHfR125,spotify:track:4MKPqVv3FqKCZTcKHfR125,0.101,0.855,0.678,0.00232,0.0964,-6.864,0.052,120.012,0.429,31,243000
685,Goodbye to You (feat. Dot Rotten),No.5 Collaborations Project,2011-09-09,8,1SdyQYIFM05qkexCFKZxW1,spotify:track:1SdyQYIFM05qkexCFKZxW1,0.267,0.64,0.664,0.0,0.329,-7.812,0.152,140.007,0.275,31,330200
