,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
114,Tides,= (Tour Edition),2022-05-27,1,6KRPIEJ6p8ADqLp8Ohfep6,spotify:track:6KRPIEJ6p8ADqLp8Ohfep6,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,33,195760
115,Shivers,= (Tour Edition),2022-05-27,2,70vr24gR1A5J2aE3rhV8Lo,spotify:track:70vr24gR1A5J2aE3rhV8Lo,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,34,207853
116,First Times,= (Tour Edition),2022-05-27,3,2SG93jXWXtvL0QFGLY8ESk,spotify:track:2SG93jXWXtvL0QFGLY8ESk,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,33,185853
117,Bad Habits,= (Tour Edition),2022-05-27,4,5W7b6oeO0i6dqHlugSw5g1,spotify:track:5W7b6oeO0i6dqHlugSw5g1,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,33,230746
118,Overpass Graffiti,= (Tour Edition),2022-05-27,5,5Mahrc7IovpqgqfLIH8VKR,spotify:track:5Mahrc7IovpqgqfLIH8VKR,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,33,236906
119,The Joker And The Queen,= (Tour Edition),2022-05-27,6,6HoRTSxs2Wy8bdKbwDCM5X,spotify:track:6HoRTSxs2Wy8bdKbwDCM5X,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,32,185586
120,Leave Your Life,= (Tour Edition),2022-05-27,7,5sLe91Hu09nuoBSQCsjN0w,spotify:track:5sLe91Hu09nuoBSQCsjN0w,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,31,223866
121,Collide,= (Tour Edition),2022-05-27,8,38esKraTZ0bjbeUDJrE2BQ,spotify:track:38esKraTZ0bjbeUDJrE2BQ,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,31,210213
122,2step,= (Tour Edition),2022-05-27,9,5aMl6UJ6Md3Kdh33x5kT9V,spotify:track:5aMl6UJ6Md3Kdh33x5kT9V,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,31,153626
123,Stop The Rain,= (Tour Edition),2022-05-27,10,6qtRcgoKIxZgpqfWtyzHkZ,spotify:track:6qtRcgoKIxZgpqfWtyzHkZ,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,31,203493
124,Love In Slow Motion,= (Tour Edition),2022-05-27,11,1ucwZiNaw09k8oZWvtnEBL,spotify:track:1ucwZiNaw09k8oZWvtnEBL,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,30,190933
125,Visiting Hours,= (Tour Edition),2022-05-27,12,32v6PrScVOsgceRYXmVazV,spotify:track:32v6PrScVOsgceRYXmVazV,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,30,215506
126,Sandman,= (Tour Edition),2022-05-27,13,07ITj829UgqJAUQ6xQsO6t,spotify:track:07ITj829UgqJAUQ6xQsO6t,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,29,259333
127,Be Right Now,= (Tour Edition),2022-05-27,14,4uZgFlNh5rIQbCZTWlJtdw,spotify:track:4uZgFlNh5rIQbCZTWlJtdw,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,29,211080
128,Afterglow,= (Tour Edition),2022-05-27,15,386qTNCLfwoCEWAnLLm7dq,spotify:track:386qTNCLfwoCEWAnLLm7dq,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,43,185486
129,One Life,= (Tour Edition),2022-05-27,16,3XtGQGvu5E7SubIJQDSHSi,spotify:track:3XtGQGvu5E7SubIJQDSHSi,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,51,231546
130,Penguins,= (Tour Edition),2022-05-27,17,3oKoKnUr2gFHIuz8AjhJzm,spotify:track:3oKoKnUr2gFHIuz8AjhJzm,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,35,248866
131,I Will Remember You,= (Tour Edition),2022-05-27,18,2lgFeFlJtnNaIC5Iy20x9o,spotify:track:2lgFeFlJtnNaIC5Iy20x9o,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,38,214493
132,Welcome To The World,= (Tour Edition),2022-05-27,19,6scEW3mGCFJ1U8qQVCr97K,spotify:track:6scEW3mGCFJ1U8qQVCr97K,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,34,176813
133,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,2tGKBtckSnbGzAPRWDK0EM,spotify:track:2tGKBtckSnbGzAPRWDK0EM,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,46,185422
134,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,0fepZViqcjV4ukL4SJ2JM9,spotify:track:0fepZViqcjV4ukL4SJ2JM9,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,28,163449
135,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,6T5aT7kzQJWzdXBacTn50I,spotify:track:6T5aT7kzQJWzdXBacTn50I,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,39,250763
136,Peru,= (Tour Edition),2022-05-27,23,1BIhYoXBKroZ1sVntyFUhn,spotify:track:1BIhYoXBKroZ1sVntyFUhn,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,27,187111
137,2step (feat. Quevedo),= (Tour Edition),2022-05-27,24,2Rz9WzETsiYypy7IGm93Sa,spotify:track:2Rz9WzETsiYypy7IGm93Sa,0.171,0.72,0.709,0.0,0.141,-5.308,0.0827,94.99,0.537,29,153254
138,Tides,= (Tour Edition),2022-05-27,1,0366FgSYgIB03v5olwBHTo,spotify:track:0366FgSYgIB03v5olwBHTo,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,11,195760
139,Shivers,= (Tour Edition),2022-05-27,2,5Fp1MgFmPKtIa70nFHd22F,spotify:track:5Fp1MgFmPKtIa70nFHd22F,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,12,207853
140,First Times,= (Tour Edition),2022-05-27,3,0nvqLF9ZAjVIDlRZmzuene,spotify:track:0nvqLF9ZAjVIDlRZmzuene,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,12,185853
141,Bad Habits,= (Tour Edition),2022-05-27,4,1B4qmOF967Lv1flmmPXb6P,spotify:track:1B4qmOF967Lv1flmmPXb6P,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,10,230746
142,Overpass Graffiti,= (Tour Edition),2022-05-27,5,5e2R9V4sFU51BcSRpj85qG,spotify:track:5e2R9V4sFU51BcSRpj85qG,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,12,236906
143,The Joker And The Queen,= (Tour Edition),2022-05-27,6,3ssoJINzvtvwaV0QnFP0Uu,spotify:track:3ssoJINzvtvwaV0QnFP0Uu,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,10,185586
144,Leave Your Life,= (Tour Edition),2022-05-27,7,0t1UcKonQMJURr5ndohJvU,spotify:track:0t1UcKonQMJURr5ndohJvU,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,9,223866
145,Collide,= (Tour Edition),2022-05-27,8,0y9lejoiWhoflocT255EMx,spotify:track:0y9lejoiWhoflocT255EMx,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,11,210213
146,2step,= (Tour Edition),2022-05-27,9,5X7ipJI2SGHsTmT2u5zRXi,spotify:track:5X7ipJI2SGHsTmT2u5zRXi,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,11,153626
147,Stop The Rain,= (Tour Edition),2022-05-27,10,4bgyiL4jUXjB9h1fvMbDVU,spotify:track:4bgyiL4jUXjB9h1fvMbDVU,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,9,203493
148,Love In Slow Motion,= (Tour Edition),2022-05-27,11,0iNLj43BttbxTprcWkmQ2n,spotify:track:0iNLj43BttbxTprcWkmQ2n,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,8,190933
149,Visiting Hours,= (Tour Edition),2022-05-27,12,0YzPUxU4F2Km2d6jqUpxh3,spotify:track:0YzPUxU4F2Km2d6jqUpxh3,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,8,215506
150,Sandman,= (Tour Edition),2022-05-27,13,261xxLiEs2PIc5lI2XN351,spotify:track:261xxLiEs2PIc5lI2XN351,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,7,259333
151,Be Right Now,= (Tour Edition),2022-05-27,14,6t7RZbejh8WtCN14iNaYjB,spotify:track:6t7RZbejh8WtCN14iNaYjB,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,7,211080
152,Afterglow,= (Tour Edition),2022-05-27,15,4vF0Fu07tyjTGESaQG1DLD,spotify:track:4vF0Fu07tyjTGESaQG1DLD,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,30,185486
153,One Life,= (Tour Edition),2022-05-27,16,2lORrsvCKbWd6OZd5GtqwJ,spotify:track:2lORrsvCKbWd6OZd5GtqwJ,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,37,231546
154,Penguins,= (Tour Edition),2022-05-27,17,5KLmiiu30aQBI9Drf7sPrK,spotify:track:5KLmiiu30aQBI9Drf7sPrK,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,14,248866
155,I Will Remember You,= (Tour Edition),2022-05-27,18,1kHdt3Njapeg1rTiRrnyN9,spotify:track:1kHdt3Njapeg1rTiRrnyN9,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,18,214493
156,Welcome To The World,= (Tour Edition),2022-05-27,19,3p8qPqBNHNb3vuWCkXhwYi,spotify:track:3p8qPqBNHNb3vuWCkXhwYi,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,13,176813
157,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,2u3AArHmoLszoBl5ZU46KD,spotify:track:2u3AArHmoLszoBl5ZU46KD,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,24,185422
158,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,4ZUL2V7zCzqtUZyLIpjKxy,spotify:track:4ZUL2V7zCzqtUZyLIpjKxy,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,6,163449
159,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,1QWRvkUyMBgebasVAekFk3,spotify:track:1QWRvkUyMBgebasVAekFk3,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,27,250763
160,Peru,= (Tour Edition),2022-05-27,23,4fvOatPbm8ZYtTfoYYsMX7,spotify:track:4fvOatPbm8ZYtTfoYYsMX7,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,8,187111
161,2step (feat. Ellinoora),= (Tour Edition),2022-05-27,24,3oVQxpBRhN3uPVCbfl8U2g,spotify:track:3oVQxpBRhN3uPVCbfl8U2g,0.167,0.705,0.741,0.0,0.216,-4.33,0.0683,94.962,0.615,11,153373
162,Tides,= (Tour Edition),2022-05-27,1,6GbzCyPzKD32GBTdOMYamH,spotify:track:6GbzCyPzKD32GBTdOMYamH,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,30,195760
163,Shivers,= (Tour Edition),2022-05-27,2,3fQrNwRMg2srw3Cbzs8g6f,spotify:track:3fQrNwRMg2srw3Cbzs8g6f,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,30,207853
164,First Times,= (Tour Edition),2022-05-27,3,2su2J3yzAubQzd2DNpENG9,spotify:track:2su2J3yzAubQzd2DNpENG9,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,30,185853
165,Bad Habits,= (Tour Edition),2022-05-27,4,1wTccm14TPRm0iXcyWBm0G,spotify:track:1wTccm14TPRm0iXcyWBm0G,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,30,230746
166,Overpass Graffiti,= (Tour Edition),2022-05-27,5,4fHspHjPmyIs9eF2gQ4zZc,spotify:track:4fHspHjPmyIs9eF2gQ4zZc,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,31,236906
167,The Joker And The Queen,= (Tour Edition),2022-05-27,6,1RoBoogauzIEKwSsCSmGLc,spotify:track:1RoBoogauzIEKwSsCSmGLc,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,27,185586
168,Leave Your Life,= (Tour Edition),2022-05-27,7,6os2Q6fRUTgdcWnWD3TmSo,spotify:track:6os2Q6fRUTgdcWnWD3TmSo,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,27,223866
169,Collide,= (Tour Edition),2022-05-27,8,3iFfvFNK0MnzywSlMg3lHM,spotify:track:3iFfvFNK0MnzywSlMg3lHM,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,29,210213
170,2step,= (Tour Edition),2022-05-27,9,4eIV00OcaflqkzcnTUyMa3,spotify:track:4eIV00OcaflqkzcnTUyMa3,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,29,153626
171,Stop The Rain,= (Tour Edition),2022-05-27,10,2K9cuGpGcEM9poMKnMdMn5,spotify:track:2K9cuGpGcEM9poMKnMdMn5,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,27,203493
172,Love In Slow Motion,= (Tour Edition),2022-05-27,11,1wRubQmlBdLPKgSWC2WzdX,spotify:track:1wRubQmlBdLPKgSWC2WzdX,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,26,190933
173,Visiting Hours,= (Tour Edition),2022-05-27,12,4FGCu9MeRQHLa8sKUdI2uw,spotify:track:4FGCu9MeRQHLa8sKUdI2uw,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,26,215506
174,Sandman,= (Tour Edition),2022-05-27,13,18y72oAst51kJaR9n93dUh,spotify:track:18y72oAst51kJaR9n93dUh,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,24,259333
175,Be Right Now,= (Tour Edition),2022-05-27,14,0sC1uK4BnoRKRZwNU4SqIt,spotify:track:0sC1uK4BnoRKRZwNU4SqIt,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,24,211080
176,Afterglow,= (Tour Edition),2022-05-27,15,7AbMQtG0ZnWFx4hBft0NWf,spotify:track:7AbMQtG0ZnWFx4hBft0NWf,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,46,185486
177,One Life,= (Tour Edition),2022-05-27,16,7GsRXeY9vo4QsuyQ0JX0uu,spotify:track:7GsRXeY9vo4QsuyQ0JX0uu,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,50,231546
178,Penguins,= (Tour Edition),2022-05-27,17,18FDwFeoYjXke62QAGHN0B,spotify:track:18FDwFeoYjXke62QAGHN0B,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,34,248866
179,I Will Remember You,= (Tour Edition),2022-05-27,18,3QywMoWc5zhgKfq5kyfwSd,spotify:track:3QywMoWc5zhgKfq5kyfwSd,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,36,214493
180,Welcome To The World,= (Tour Edition),2022-05-27,19,6teDixq268rwaUwFatc8Aq,spotify:track:6teDixq268rwaUwFatc8Aq,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,31,176813
181,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,3wx2iW1rJGgdNln2I64HNh,spotify:track:3wx2iW1rJGgdNln2I64HNh,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,40,185422
182,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,6gB06bRkh8e0U7YHB3XfBg,spotify:track:6gB06bRkh8e0U7YHB3XfBg,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,24,163449
183,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,1BbtwbGCntmgL3Kx9IWmIO,spotify:track:1BbtwbGCntmgL3Kx9IWmIO,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,40,250763
184,Peru,= (Tour Edition),2022-05-27,23,7zxW0PQ8pYMe9X8cbbR5o4,spotify:track:7zxW0PQ8pYMe9X8cbbR5o4,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,24,187111
185,2step (feat. reezy),= (Tour Edition),2022-05-27,24,5Tfcq7Rr4ZkHBvXoiTw9sR,spotify:track:5Tfcq7Rr4ZkHBvXoiTw9sR,0.179,0.734,0.68,0.0,0.169,-5.096,0.058,95.06,0.499,23,153334
186,Tides,= (Tour Edition),2022-05-27,1,1M1BwiPNqNEAXcZbge1dCh,spotify:track:1M1BwiPNqNEAXcZbge1dCh,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,27,195760
187,Shivers,= (Tour Edition),2022-05-27,2,1lQJHVlSkQdBU8uGLO1FYp,spotify:track:1lQJHVlSkQdBU8uGLO1FYp,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,28,207853
188,First Times,= (Tour Edition),2022-05-27,3,5FfbmNcdnXWtFHaSrNdbKN,spotify:track:5FfbmNcdnXWtFHaSrNdbKN,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,26,185853
189,Bad Habits,= (Tour Edition),2022-05-27,4,7oyBAVaxeI2C3LvdrmPHFK,spotify:track:7oyBAVaxeI2C3LvdrmPHFK,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,27,230746
190,Overpass Graffiti,= (Tour Edition),2022-05-27,5,4KEuKyWvFgUc1GiSGUz2ag,spotify:track:4KEuKyWvFgUc1GiSGUz2ag,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,29,236906
191,The Joker And The Queen,= (Tour Edition),2022-05-27,6,0Zph61M90IAs4d0WFvmAn8,spotify:track:0Zph61M90IAs4d0WFvmAn8,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,25,185586
192,Leave Your Life,= (Tour Edition),2022-05-27,7,1BcFQKJhINYIp1EmvI9oAq,spotify:track:1BcFQKJhINYIp1EmvI9oAq,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,24,223866
193,Collide,= (Tour Edition),2022-05-27,8,6oD3EfkYQN8qaaTfwU7UUN,spotify:track:6oD3EfkYQN8qaaTfwU7UUN,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,25,210213
194,2step,= (Tour Edition),2022-05-27,9,55XROTmSsfqdnpi8jqvFpZ,spotify:track:55XROTmSsfqdnpi8jqvFpZ,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,28,153626
195,Stop The Rain,= (Tour Edition),2022-05-27,10,08SlFIOUlcyXBEioHkWhfl,spotify:track:08SlFIOUlcyXBEioHkWhfl,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,24,203493
196,Love In Slow Motion,= (Tour Edition),2022-05-27,11,2g8R8Eo3rmMuBQqj0VL1uv,spotify:track:2g8R8Eo3rmMuBQqj0VL1uv,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,24,190933
197,Visiting Hours,= (Tour Edition),2022-05-27,12,4cfdeVryDhyLHUGRci7gP5,spotify:track:4cfdeVryDhyLHUGRci7gP5,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,24,215506
198,Sandman,= (Tour Edition),2022-05-27,13,2RQPEOaFfHXTTD1wtIumyP,spotify:track:2RQPEOaFfHXTTD1wtIumyP,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,23,259333
199,Be Right Now,= (Tour Edition),2022-05-27,14,74L7F5dMxPJb0Hww4s2YEg,spotify:track:74L7F5dMxPJb0Hww4s2YEg,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,23,211080
200,Afterglow,= (Tour Edition),2022-05-27,15,13Xer80g2um0rA7r8AjRXZ,spotify:track:13Xer80g2um0rA7r8AjRXZ,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,47,185486
201,One Life,= (Tour Edition),2022-05-27,16,4qeMMEoVX97kGLbGgfFm2r,spotify:track:4qeMMEoVX97kGLbGgfFm2r,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,48,231546
202,Penguins,= (Tour Edition),2022-05-27,17,0YUh67t0v5OoweqwUOZD1I,spotify:track:0YUh67t0v5OoweqwUOZD1I,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,33,248866
203,I Will Remember You,= (Tour Edition),2022-05-27,18,6S4ro62HHImqjAI5XRBz9i,spotify:track:6S4ro62HHImqjAI5XRBz9i,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,34,214493
204,Welcome To The World,= (Tour Edition),2022-05-27,19,1c4oicbEpBdj6D50B8CpL5,spotify:track:1c4oicbEpBdj6D50B8CpL5,0.818,0.334,0.307,5.55e-05,0.362,-8.522,0.033,169.53,0.426,30,176813
205,The Joker And The Queen (feat. Taylor Swift),= (Tour Edition),2022-05-27,20,41KlVSwns7jnTVa37JmCwC,spotify:track:41KlVSwns7jnTVa37JmCwC,0.924,0.528,0.309,2.1e-06,0.282,-7.398,0.0329,133.83,0.307,44,185422
206,2step (feat. Lil Baby),= (Tour Edition),2022-05-27,21,3jB5DDvfaX5fNcpcquYeb2,spotify:track:3jB5DDvfaX5fNcpcquYeb2,0.138,0.693,0.643,0.0,0.108,-5.867,0.0828,95.055,0.477,23,163449
207,Bad Habits (feat. Bring Me The Horizon),= (Tour Edition),2022-05-27,22,1NgMeNxCskCyu9Jiz8IlBk,spotify:track:1NgMeNxCskCyu9Jiz8IlBk,0.0305,0.59,0.849,0.0,0.11,-4.691,0.0792,131.018,0.178,40,250763
208,Peru,= (Tour Edition),2022-05-27,23,1lUaip2nUBYRU7HNmd5oYu,spotify:track:1lUaip2nUBYRU7HNmd5oYu,0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,22,187111
209,2step (feat. Budjerah),= (Tour Edition),2022-05-27,24,29a9JPQiJARl60zoUKlA93,spotify:track:29a9JPQiJARl60zoUKlA93,0.212,0.727,0.621,0.0,0.114,-4.784,0.0555,94.958,0.565,23,153426
210,Tides,= (Tour Edition),2022-05-27,1,3rf4MCNkHIDydORLAjm14x,spotify:track:3rf4MCNkHIDydORLAjm14x,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,4,195760
211,Shivers,= (Tour Edition),2022-05-27,2,3QFbEQiFz72Lz1ZgAvowa5,spotify:track:3QFbEQiFz72Lz1ZgAvowa5,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,5,207853
212,First Times,= (Tour Edition),2022-05-27,3,71qQJ7qFAt8G112Hr65zun,spotify:track:71qQJ7qFAt8G112Hr65zun,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,5,185853
213,Bad Habits,= (Tour Edition),2022-05-27,4,61DWw8Izt5tPTIozPHhDxd,spotify:track:61DWw8Izt5tPTIozPHhDxd,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,4,230746
214,Overpass Graffiti,= (Tour Edition),2022-05-27,5,4CWLpCg2sDgMRg1zbHQIAn,spotify:track:4CWLpCg2sDgMRg1zbHQIAn,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,3,236906
215,The Joker And The Queen,= (Tour Edition),2022-05-27,6,6NrNR4pgwbkLVJ0HbY8zvJ,spotify:track:6NrNR4pgwbkLVJ0HbY8zvJ,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,3,185586
216,Leave Your Life,= (Tour Edition),2022-05-27,7,07sBhCTVOoqpOVd5fnHDdK,spotify:track:07sBhCTVOoqpOVd5fnHDdK,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,2,223866
217,Collide,= (Tour Edition),2022-05-27,8,1uXTNhMkhMuJvDXSa2wGcu,spotify:track:1uXTNhMkhMuJvDXSa2wGcu,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,2,210213
218,2step,= (Tour Edition),2022-05-27,9,3sXCyRntUKNsaeKNyFWOE3,spotify:track:3sXCyRntUKNsaeKNyFWOE3,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,4,153626
219,Stop The Rain,= (Tour Edition),2022-05-27,10,3Vdl71siTMyb7vC6etd2ap,spotify:track:3Vdl71siTMyb7vC6etd2ap,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,4,203493
220,Love In Slow Motion,= (Tour Edition),2022-05-27,11,3yfFbMWDUZUvBQN1slfjTE,spotify:track:3yfFbMWDUZUvBQN1slfjTE,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,2,190933
221,Visiting Hours,= (Tour Edition),2022-05-27,12,5MxyUpcBdFnrjNP4W5jXiF,spotify:track:5MxyUpcBdFnrjNP4W5jXiF,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,2,215506
222,Sandman,= (Tour Edition),2022-05-27,13,3quGOtOZBYkrsIppz7GsUJ,spotify:track:3quGOtOZBYkrsIppz7GsUJ,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,2,259333
223,Be Right Now,= (Tour Edition),2022-05-27,14,0Mhl24M33QtQsM1Dfrce56,spotify:track:0Mhl24M33QtQsM1Dfrce56,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,1,211080
224,Afterglow,= (Tour Edition),2022-05-27,15,32HeBtcNjhOWYCjQGW4TW7,spotify:track:32HeBtcNjhOWYCjQGW4TW7,0.698,0.641,0.324,0.0,0.328,-5.851,0.0299,110.184,0.273,16,185486
225,One Life,= (Tour Edition),2022-05-27,16,6bzhkGSLg7xMFu2cI1WuxS,spotify:track:6bzhkGSLg7xMFu2cI1WuxS,0.114,0.573,0.593,2.65e-06,0.122,-7.225,0.0299,159.978,0.425,29,231546
226,Penguins,= (Tour Edition),2022-05-27,17,5aOqNKaSknPXCxG7pFDieq,spotify:track:5aOqNKaSknPXCxG7pFDieq,0.79,0.709,0.324,0.0,0.1,-10.975,0.0444,99.906,0.47,4,248866
227,I Will Remember You,= (Tour Edition),2022-05-27,18,1mKZz9Oj4pHu4I0E2B3MET,spotify:track:1mKZz9Oj4pHu4I0E2B3MET,0.404,0.743,0.807,5.49e-06,0.0723,-5.917,0.0538,145.01,0.721,8,214493
